absTimeISO,relTimeMs,relTimeSec,relTimeMin,timeMs,flow,setpt,temp,bubble,volt,on,errorPct,pidOut,P,I,D,pGain,iGain,dGain,filteredErr,currentAlpha,totalVolume,userStable
2025-05-09T16:56:35.885057,84.75899696350098,0.08475899696350098,0.0014126499493916829,3156061,0.506,0.5,25.57,False,90.18,True,8.0,0.601,0.0,0.601,0.0,0.0,0.038,0.0,-0.005,0.091,7.245862871991609,False
2025-05-09T16:56:36.045789,245.49102783203125,0.24549102783203125,0.004091517130533854,3156223,0.505,0.5,25.55,False,90.17,True,8.0,0.601,0.0,0.601,0.0,0.0,0.037,0.0,-0.005,0.068,7.247215699658309,False
2025-05-09T16:56:36.207578,407.28044509887695,0.40728044509887695,0.006788007418314616,3156384,0.506,0.5,25.6,False,90.17,True,8.0,0.601,0.0,0.601,0.0,0.0,0.038,0.0,-0.005,0.097,7.248580124441595,False
2025-05-09T16:56:36.368757,568.4587955474854,0.5684587955474854,0.009474313259124756,3156546,0.506,0.5,25.65,False,90.16,True,8.0,0.601,0.0,0.601,0.0,0.0,0.038,0.0,-0.006,0.088,7.249939396458373,False
2025-05-09T16:56:36.530880,730.5822372436523,0.7305822372436523,0.01217637062072754,3156708,0.506,0.5,25.61,False,90.16,True,8.0,0.601,0.0,0.601,0.0,0.0,0.039,0.0,-0.006,0.091,7.251306640504985,False
2025-05-09T16:56:36.692120,891.8218612670898,0.8918218612670898,0.014863697687784831,3156869,0.505,0.5,25.61,False,90.15,True,8.0,0.601,0.0,0.601,0.0,0.0,0.038,0.0,-0.006,0.068,7.25266373878829,False
2025-05-09T16:56:36.853609,1053.3113479614258,1.0533113479614258,0.01755518913269043,3157031,0.505,0.5,25.63,False,90.15,True,8.0,0.601,0.0,0.601,0.0,0.0,0.038,0.0,-0.005,0.074,7.254022942080035,False
2025-05-09T16:56:37.014701,1214.4033908843994,1.2144033908843994,0.02024005651473999,3157192,0.505,0.5,25.5,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.038,0.0,-0.005,0.074,7.255378800588331,False
2025-05-09T16:56:37.177032,1376.7337799072266,1.3767337799072266,0.022945562998453777,3157354,0.505,0.5,25.63,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.038,0.0,-0.005,0.076,7.256745083138301,False
2025-05-09T16:56:37.338073,1537.7755165100098,1.5377755165100098,0.025629591941833497,3157515,0.505,0.5,25.56,False,90.13,True,8.0,0.601,0.0,0.601,0.0,0.0,0.037,0.0,-0.005,0.071,7.258100515763328,False
2025-05-09T16:56:37.500157,1699.859380722046,1.699859380722046,0.028330989678700767,3157677,0.505,0.5,25.52,False,90.13,True,8.0,0.601,0.0,0.601,0.0,0.0,0.037,0.0,-0.005,0.065,7.259464721079947,False
2025-05-09T16:56:37.661365,1861.0670566558838,1.8610670566558838,0.031017784277598062,3157838,0.505,0.5,25.57,False,90.12,True,8.0,0.601,0.0,0.601,0.0,0.0,0.037,0.0,-0.005,0.079,7.260821539929997,False
2025-05-09T16:56:37.822662,2022.3639011383057,2.0223639011383057,0.03370606501897176,3158000,0.506,0.5,25.62,False,90.12,True,8.0,0.601,0.0,0.601,0.0,0.0,0.037,0.0,-0.005,0.091,7.262181823103287,False
2025-05-09T16:56:37.984843,2184.544563293457,2.184544563293457,0.03640907605489095,3158162,0.505,0.5,25.54,False,90.11,True,8.0,0.601,0.0,0.601,0.0,0.0,0.037,0.0,-0.005,0.062,7.263546842311647,False
2025-05-09T16:56:38.146122,2345.8244800567627,2.3458244800567627,0.03909707466761271,3158323,0.505,0.5,25.49,False,90.11,True,8.0,0.601,0.0,0.601,0.0,0.0,0.037,0.0,-0.005,0.079,7.264904281469976,False
2025-05-09T16:56:38.308209,2507.910966873169,2.507910966873169,0.04179851611455281,3158485,0.504,0.5,25.48,False,90.1,True,8.0,0.601,0.0,0.601,0.0,0.0,0.036,0.0,-0.005,0.053,7.26626580806998,False
2025-05-09T16:56:38.469261,2668.9631938934326,2.6689631938934326,0.044482719898223874,3158647,0.505,0.5,25.59,False,90.1,True,8.0,0.601,0.0,0.601,0.0,0.0,0.036,0.0,-0.005,0.079,7.267621329069945,False
2025-05-09T16:56:38.631601,2831.303358078003,2.831303358078003,0.04718838930130005,3158808,0.505,0.5,25.65,False,90.09,True,8.0,0.601,0.0,0.601,0.0,0.0,0.036,0.0,-0.005,0.062,7.268987696628283,False
2025-05-09T16:56:38.792949,2992.6514625549316,2.9926514625549316,0.04987752437591553,3158970,0.506,0.5,25.56,False,90.09,True,8.0,0.601,0.0,0.601,0.0,0.0,0.036,0.0,-0.005,0.088,7.270348397251683,False
2025-05-09T16:56:38.954530,3154.2322635650635,3.1542322635650635,0.052570537726084395,3159131,0.493,0.5,25.52,False,90.09,True,8.0,0.601,0.0,0.601,0.0,0.0,0.023,0.0,-0.004,0.111,7.27167605364662,False
2025-05-09T16:56:39.116307,3316.0088062286377,3.3160088062286377,0.055266813437143965,3159293,0.506,0.5,25.63,False,90.08,True,8.0,0.601,0.0,0.601,0.0,0.0,0.022,0.0,-0.004,0.094,7.273040368796598,False
2025-05-09T16:56:39.277791,3477.4932861328125,3.4774932861328125,0.057958221435546874,3159455,0.505,0.5,25.67,False,90.08,True,8.0,0.601,0.0,0.601,0.0,0.0,0.023,0.0,-0.004,0.068,7.274399530846607,False
2025-05-09T16:56:39.438737,3638.439416885376,3.638439416885376,0.0606406569480896,3159616,0.506,0.5,25.58,False,90.08,True,8.0,0.601,0.0,0.601,0.0,0.0,0.024,0.0,-0.004,0.085,7.275756840426625,False
2025-05-09T16:56:39.601645,3801.347255706787,3.801347255706787,0.06335578759511312,3159778,0.505,0.5,25.65,False,90.08,True,8.0,0.601,0.0,0.601,0.0,0.0,0.025,0.0,-0.004,0.059,7.277127980234925,False
2025-05-09T16:56:39.762939,3962.6407623291016,3.9626407623291016,0.06604401270548503,3159939,0.504,0.5,25.63,False,90.07,True,8.0,0.6,0.0,0.6,0.0,0.0,0.025,0.0,-0.004,0.044,7.278482846474942,False
2025-05-09T16:56:39.923787,4123.488664627075,4.123488664627075,0.06872481107711792,3160100,0.505,0.5,25.59,False,90.07,True,8.0,0.6,0.0,0.6,0.0,0.0,0.025,0.0,-0.004,0.062,7.27983665384163,False
2025-05-09T16:56:40.085271,4284.973382949829,4.284973382949829,0.07141622304916381,3160262,0.505,0.5,25.56,False,90.07,True,8.0,0.6,0.0,0.6,0.0,0.0,0.025,0.0,-0.004,0.065,7.281195814208293,True
2025-05-09T16:56:40.247746,4447.448015213013,4.447448015213013,0.07412413358688355,3160423,0.505,0.5,25.61,False,90.07,True,8.0,0.6,0.0,0.6,0.0,0.0,0.025,0.0,-0.004,0.056,7.282563305391614,True
2025-05-09T16:56:40.408672,4608.374118804932,4.608374118804932,0.07680623531341553,3160585,0.505,0.5,25.5,False,90.06,True,8.0,0.6,0.0,0.6,0.0,0.0,0.025,0.0,-0.004,0.056,7.283917770941626,True
2025-05-09T16:56:40.570087,4769.789457321167,4.769789457321167,0.07949649095535279,3160746,0.504,0.5,25.59,False,90.06,True,8.0,0.6,0.0,0.6,0.0,0.0,0.025,0.0,-0.004,0.053,7.2852736586215965,True
2025-05-09T16:56:40.730186,4929.8882484436035,4.9298882484436035,0.08216480414072673,3160908,0.505,0.5,25.67,False,90.06,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.076,7.286621157696596,True
2025-05-09T16:56:40.892640,5092.342376708984,5.092342376708984,0.08487237294514974,3161069,0.504,0.5,25.65,False,90.05,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.047,7.287985771296636,True
2025-05-09T16:56:41.053931,5253.63302230835,5.25363302230835,0.08756055037180582,3161231,0.505,0.5,25.63,False,90.05,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.068,7.289343298830026,True
2025-05-09T16:56:41.215103,5414.804935455322,5.414804935455322,0.09024674892425537,3161392,0.504,0.5,25.57,False,90.05,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.05,7.2906971469899915,True
2025-05-09T16:56:41.378109,5577.810525894165,5.577810525894165,0.09296350876490275,3161554,0.504,0.5,25.64,False,90.05,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.05,7.29206639318998,True
2025-05-09T16:56:41.539351,5739.05348777771,5.73905348777771,0.09565089146296184,3161716,0.505,0.5,25.59,False,90.04,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.068,7.293423523456617,True
2025-05-09T16:56:41.700406,5900.108337402344,5.900108337402344,0.09833513895670573,3161877,0.505,0.5,25.67,False,90.04,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.065,7.294779068864979,True
2025-05-09T16:56:41.861057,6060.758590698242,6.060758590698242,0.10101264317830404,3162039,0.505,0.5,25.57,False,90.04,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.071,7.296131206365023,True
2025-05-09T16:56:42.023077,6222.7795124053955,6.2227795124053955,0.10371299187342325,3162200,0.505,0.5,25.66,False,90.03,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.059,7.2974948763816085,True
2025-05-09T16:56:42.184727,6384.4287395477295,6.3844287395477295,0.10640714565912883,3162362,0.505,0.5,25.75,False,90.03,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.059,7.298855430548352,True
2025-05-09T16:56:42.348772,6548.474073410034,6.548474073410034,0.1091412345568339,3162523,0.505,0.5,25.52,False,90.03,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.056,7.30023612916502,True
2025-05-09T16:56:42.508208,6707.909822463989,6.707909822463989,0.1117984970410665,3162685,0.505,0.5,25.62,False,90.02,True,8.0,0.6,0.0,0.6,0.0,0.0,0.028,0.0,-0.005,0.068,7.301578053039944,True
2025-05-09T16:56:42.668864,6868.566513061523,6.868566513061523,0.11447610855102539,3162846,0.505,0.5,25.63,False,90.02,True,8.0,0.6,0.0,0.6,0.0,0.0,0.028,0.0,-0.005,0.056,7.3029302553483255,True
2025-05-09T16:56:42.832562,7032.264232635498,7.032264232635498,0.1172044038772583,3163008,0.505,0.5,25.56,False,90.02,True,8.0,0.6,0.0,0.6,0.0,0.0,0.028,0.0,-0.005,0.059,7.304308046848359,True
2025-05-09T16:56:42.992100,7191.802263259888,7.191802263259888,0.11986337105433147,3163169,0.504,0.5,25.61,False,90.02,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.039,7.305648166048297,True
2025-05-09T16:56:43.153418,7353.119850158691,7.353119850158691,0.12255199750264485,3163331,0.504,0.5,25.73,False,90.01,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.053,7.307003228848343,True
2025-05-09T16:56:43.316007,7515.709161758423,7.515709161758423,0.1252618193626404,3163493,0.505,0.5,25.6,False,90.01,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.059,7.308371692998268,True
2025-05-09T16:56:43.476937,7676.6393184661865,7.6766393184661865,0.1279439886411031,3163654,0.504,0.5,25.69,False,90.01,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.05,7.309723500798343,True
2025-05-09T16:56:43.639571,7839.272737503052,7.839272737503052,0.13065454562505086,3163816,0.504,0.5,25.58,False,90.0,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.044,7.311089628918303,True
2025-05-09T16:56:43.801894,8001.595973968506,8.001595973968506,0.1333599328994751,3163977,0.505,0.5,25.58,False,90.0,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.059,7.312455844976591,True
2025-05-09T16:56:43.961817,8161.5190505981445,8.161519050598145,0.13602531750996907,3164139,0.504,0.5,25.55,False,90.0,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.05,7.313799199856597,True
2025-05-09T16:56:44.122712,8322.413682937622,8.322413682937622,0.13870689471562703,3164300,0.504,0.5,25.61,False,89.99,True,8.0,0.6,0.0,0.6,0.0,0.0,0.027,0.0,-0.005,0.047,7.315150715336647,True
2025-05-09T16:56:44.285609,8485.311508178711,8.485311508178711,0.1414218584696452,3164462,0.502,0.5,25.57,False,89.99,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.005,7.316513621073336,True
2025-05-09T16:56:44.446170,8645.872354507446,8.645872354507446,0.1440978725751241,3164623,0.501,0.5,25.55,False,89.99,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.0,7.317854308763336,True
2025-05-09T16:56:44.608407,8808.109521865845,8.808109521865845,0.14680182536443073,3164785,0.502,0.5,25.6,False,89.99,True,8.0,0.6,0.0,0.6,0.0,0.0,0.026,0.0,-0.005,0.002,7.319211687479944,True
2025-05-09T16:56:44.768768,8968.469619750977,8.968469619750977,0.14947449366251628,3164947,0.477,0.5,25.56,False,89.99,True,8.0,0.6,0.0,0.6,0.0,0.0,0.01,0.0,0.003,0.324,7.320486555839948,True
2025-05-09T16:56:44.934086,9133.788347244263,9.133788347244263,0.1522298057874044,3165108,0.48,0.5,25.6,False,90.0,True,8.0,0.6,0.0,0.6,0.0,0.0,0.07,0.0,0.008,0.307,7.321809099039937,True
2025-05-09T16:56:45.094272,9293.97439956665,9.29397439956665,0.15489957332611085,3165270,0.48,0.5,25.67,False,90.03,True,8.0,0.6,0.0,0.6,0.0,0.0,0.1,0.0,0.012,0.302,7.3230905886400155,True
2025-05-09T16:56:45.254324,9454.025983810425,9.454025983810425,0.15756709973017374,3165431,0.483,0.5,25.57,False,90.07,True,8.0,0.6,0.0,0.6,0.0,0.0,0.11,0.0,0.013,0.275,7.3243790104599755,True
2025-05-09T16:56:45.415764,9615.465641021729,9.615465641021729,0.1602577606836955,3165592,0.488,0.5,25.66,False,90.1,True,8.0,0.601,0.0,0.601,0.0,0.0,0.109,0.0,0.013,0.22,7.3256920557932785,True
2025-05-09T16:56:45.576976,9776.678323745728,9.776678323745728,0.16294463872909545,3165754,0.512,0.5,25.55,False,90.12,True,8.0,0.601,0.0,0.601,0.0,0.0,0.075,0.0,0.009,0.212,7.327067735793365,True
2025-05-09T16:56:45.737893,9937.59536743164,9.93759536743164,0.16562658945719402,3165915,0.506,0.5,25.66,False,90.13,True,8.0,0.601,0.0,0.601,0.0,0.0,0.057,0.0,0.007,0.094,7.328424799963355,True
2025-05-09T16:56:45.901205,10100.90684890747,10.10090684890747,0.16834844748179117,3166077,0.506,0.5,25.66,False,90.13,True,8.0,0.601,0.0,0.601,0.0,0.0,0.042,0.0,0.006,0.094,7.329802056063326,True
2025-05-09T16:56:46.061286,10260.988235473633,10.260988235473633,0.1710164705912272,3166238,0.506,0.5,25.73,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.029,0.0,0.005,0.085,7.33115208430337,True
2025-05-09T16:56:46.222674,10422.375679016113,10.422375679016113,0.17370626131693523,3166400,0.505,0.5,25.69,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.02,0.0,0.004,0.074,7.332510424886705,True
2025-05-09T16:56:46.385109,10584.810972213745,10.584810972213745,0.1764135162035624,3166561,0.505,0.5,25.65,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.012,0.0,0.003,0.076,7.333877589503322,True
2025-05-09T16:56:46.545298,10745.00036239624,10.74500036239624,0.17908333937327067,3166723,0.505,0.5,25.57,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.007,0.0,0.003,0.062,7.335225845236659,True
2025-05-09T16:56:46.707209,10906.91065788269,10.90691065788269,0.18178184429804484,3166884,0.505,0.5,25.56,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.004,0.0,0.002,0.059,7.336588594470004,True
2025-05-09T16:56:46.868713,11068.415403366089,11.068415403366089,0.18447359005610148,3167046,0.506,0.5,25.57,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.002,0.0,0.002,0.082,7.337950622499993,True
2025-05-09T16:56:47.030098,11229.79998588562,11.22979998588562,0.18716333309809366,3167207,0.505,0.5,25.5,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.001,0.0,0.001,0.062,7.339308936150034,True
2025-05-09T16:56:47.190981,11390.682935714722,11.390682935714722,0.18984471559524535,3167368,0.505,0.5,25.5,False,90.14,True,8.0,0.601,0.0,0.601,0.0,0.0,0.001,0.0,0.001,0.079,7.340663036416625,True
