absTimeISO,relTimeMs,relTimeSec,relTimeMin,timeMs,flow,setpt,temp,bubble,volt,on,errorPct,pidOut,P,I,D,pGain,iGain,dGain,filteredErr,currentAlpha,totalVolume,userStable
2025-05-09T15:52:05.993618,165.83585739135742,0.16583585739135742,0.0027639309565226236,5340,0.002,0.5,28.72,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039714491333337116,False
2025-05-09T15:52:06.282878,455.0957679748535,0.4550957679748535,0.007584929466247559,5630,0.002,0.5,28.89,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004067869133335383,False
2025-05-09T15:52:06.572237,744.4543838500977,0.7444543838500977,0.012407573064168294,5919,0.002,0.5,28.76,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004164322033335339,False
2025-05-09T15:52:06.862317,1034.5349311828613,1.0345349311828613,0.01724224885304769,6209,0.002,0.5,28.71,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004261015600000974,False
2025-05-09T15:52:07.151916,1324.1331577301025,1.3241331577301025,0.022068885962168376,6498,0.002,0.5,28.73,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004357548266668649,False
2025-05-09T15:52:07.441394,1613.6116981506348,1.6136116981506348,0.02689352830251058,6788,-0.0,0.5,28.84,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004357548266668649,False
2025-05-09T15:52:07.730564,1902.7819633483887,1.9027819633483887,0.031713032722473146,7077,0.003,0.5,28.77,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004502133366671236,False
2025-05-09T15:52:08.020134,2192.352056503296,2.192352056503296,0.0365392009417216,7367,0.002,0.5,28.82,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045986567666695923,False
2025-05-09T15:52:08.310725,2482.943058013916,2.482943058013916,0.04138238430023193,7656,0.002,0.5,28.74,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004695520333334571,False
2025-05-09T15:52:08.599277,2771.4946269989014,2.7714946269989014,0.046191577116648355,7946,0.002,0.5,28.82,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047917041666708734,False
2025-05-09T15:52:08.889168,3061.385154724121,3.061385154724121,0.05102308591206869,8235,0.002,0.5,28.81,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004888334500001899,False
2025-05-09T15:52:09.178599,3350.8167266845703,3.3508167266845703,0.05584694544474284,8525,0.002,0.5,28.97,False,0.0,False,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004984811566668214,False
